Recency,Frequency,Monetary,Monetary_log,Monetary_raw,Cluster,PCA1,PCA2
50,7,1203.52,7.093836426317241,1203.52,2,-42.54556200942055,2.2400761683132853
39,2,429.11999999999995,6.064064239522326,429.11999999999995,2,-53.44591582517869,-3.015227373217616
29,2,285.78000000000003,5.658715371286894,285.78000000000003,2,-63.44194633740216,-3.2253279392962093
37,6,437.44,6.083222972347523,437.44,2,-55.51941730029735,0.941296228572523
136,2,522.55,6.260632536733471,522.55,0,43.535213903873554,-1.1891297769609617
219,2,511.59000000000003,6.239476305351072,511.59000000000003,0,126.52006246870742,0.3626666444968505
28,1,491.86,6.200225158054739,491.86,2,-64.42616662546469,-4.211537357365977
25,4,1969.29,7.585936019019809,1969.29,2,-67.48822501904455,-1.194424389495091
5,2,563.95,6.336737231655255,563.95,2,-87.44109689829995,-3.635927799897322
200,1,185.65,5.229235205360593,185.65,0,107.54730854384776,-1.0483569788771865
18,1,125.10000000000001,4.837075242970874,125.10000000000001,2,-74.4171626940877,-4.475967164748787
241,1,234.71,5.46260223585584,234.71,1,148.5385425327197,-0.2679768953800856
72,3,405.63,6.007903681059754,405.63,2,-20.47013104535243,-1.4027419206590226
17,12,1895.66,7.547849723507601,1895.66,2,-75.63409082306254,6.63944576902996
3,7,805.1999999999999,6.692331850683066,805.1999999999999,2,-89.53480890179294,1.3378940330839582
95,2,916.26,6.8213909653291385,916.26,0,2.5398057915251258,-1.9244647711519534
162,1,241.35999999999999,5.490424224076788,241.35999999999999,0,69.55292338218625,-1.7445520127765484
96,4,328.7,5.798183150077685,328.7,0,3.508115869180898,0.03263595987013623
54,3,243.68,5.499951234374364,243.68,2,-38.464151149714056,-1.7683488641730873
288,1,75.6,4.338597076746545,75.6,1,195.53580788857863,0.5476739223449236
124,6,712.84,6.570658847591896,712.84,0,31.46202242749247,2.5967846661088796
288,1,710.66,6.5676002692692395,710.66,1,195.52409168624735,0.6741094203148865
152,2,129.6,4.8721392168423305,129.6,0,59.539569979355875,-0.9685163154037264
4,9,1626.66,7.394898679542443,1626.66,2,-88.57556993043997,3.392885685592409
2,13,2509.1100000000006,7.828081855866751,2850.44,2,-90.65124762233859,7.372893949432898
12,7,1955.39,7.578856217222983,1955.39,2,-80.54112368201024,1.5565774621884731
33,2,439.59000000000003,6.088114737787482,439.59000000000003,2,-59.44493891745312,-3.126127964129517
54,2,286.79,5.662231047497966,286.79,2,-38.44656199669652,-2.7573585007129195
50,2,974.65,6.883103915541008,974.65,2,-42.45224366326239,-2.762950269098902
219,1,133.2,4.8993312245375815,133.2,0,126.54554874547246,-0.7115648707126194
63,1,308.40000000000003,5.734634938138965,308.40000000000003,2,-29.430155417993262,-3.5830689521792474
71,3,1350.6200000000001,7.209059152007957,1350.6200000000001,2,-21.476260733913506,-1.3533197144347717
2,36,2509.1100000000006,7.828081855866751,7636.66,2,-91.07541676410092,30.331830121342946
2,10,2138.4700000000003,7.6683134137908135,2138.4700000000003,2,-90.59508142936158,4.369187573510855
64,4,2188.72,7.691528960755264,2188.72,2,-28.49595164297091,-0.45871362283909267
34,3,1017.9300000000001,6.926508336064307,1017.9300000000001,2,-58.46797174922058,-2.0616464411907103
82,1,314.15000000000003,5.753048715959119,314.15000000000003,2,-10.433746062259488,-3.226519254876378
9,20,2509.1100000000006,7.828081855866751,3343.69,2,-83.78162978893118,14.491371868020211
103,1,178.7,5.191288793789513,178.7,0,10.565345058203079,-2.8654570837138573
7,2,247.31,5.514677965565414,247.31,2,-85.43714372209766,-3.645135773861254
251,1,68.54,4.241902126579715,68.54,1,158.54311996801846,-0.1501105229916968
13,6,763.42,6.639117376335717,763.42,2,-79.51792592851693,0.5237689459672481
113,5,247.26,5.514476584087801,247.26,0,20.488038883357518,1.332841533440324
367,1,148.8,5.009301071083119,148.8,1,274.5177554105685,2.0638714506674383
76,2,231.55,5.449105255670106,231.55,2,-16.4494872722548,-2.3578099941246946
4,1,236.84,5.471598178689843,236.84,2,-88.41792348568467,-4.701926402261286
66,2,183.05,5.21520745982503,183.05,2,-26.446418974508305,-2.55818536026285
8,24,2138.11,7.668145133660093,2138.11,2,-84.85437378041938,18.456447459182165
117,2,649.06,6.477064666321898,649.06,0,24.537570138885854,-1.532358336210275
310,1,486.62,6.189536413993168,486.62,1,217.52203336670328,1.0643021636380654
67,1,247.1,5.513831890697755,247.1,2,-25.429730370351464,-3.520750335578472
139,3,1068.52,6.974965228674867,1068.52,0,46.51246539308319,-0.09426374534908977
255,1,277.07,5.627872880555851,277.07,1,162.5350994077665,0.0033489436485849566
31,7,2256.49,7.722008855602481,2256.49,2,-61.545369985152945,1.9202027078817316
64,1,218.13000000000002,5.389665161007312,218.13000000000002,2,-28.428526057137212,-3.583925833366912
367,1,80.8,4.404277243608702,80.8,1,274.520935568229,2.02955275199216
6,5,1115.66,7.018097365983928,1115.66,2,-86.50018859581628,-0.5839244361731017
305,1,60.300000000000004,4.115779842942166,60.300000000000004,1,212.53385298968385,0.8531186985021915
29,2,609.16,6.413721217855983,609.16,2,-63.445914838339874,-3.1825018273815115
42,3,452.1,6.116112851673092,452.1,2,-50.46518320399683,-1.9579280071479035
40,4,1050.26,6.9577447237270516,1050.26,2,-52.48768139534535,-0.949395202282135
92,2,1334.22,7.1968513512648,1334.22,2,-0.46161606125112087,-1.9592999761245764
22,4,2509.1100000000006,7.828081855866751,3007.46,2,-70.48894613696493,-1.2368215806762661
24,2,420.42,6.043629961088661,420.42,2,-68.44305010945455,-3.297048476065891
29,2,328.98,5.7990320465632985,328.98,2,-63.4426838771973,-3.2173687722696322
302,3,624.75,6.438950930311884,624.75,1,209.48530920557857,2.925192501431729
145,2,321.89,5.777311707944317,321.89,0,52.536099375107156,-1.0481479231588917
6,2,454.8,6.122054116811584,454.8,2,-86.44015235696392,-3.6293944453596705
19,2,683.36,6.528484094956448,683.36,2,-73.44467918892826,-3.3631001532918687
33,5,1171.86,7.067200489441786,1171.86,2,-59.50541164861937,-0.07594754439297624
176,1,102.30000000000001,4.637637376125593,102.30000000000001,0,83.55483142389302,-1.5309733346659051
58,3,237.65,5.474998043451905,237.65,2,-34.464755538258444,-1.6949210781375799
22,1,168.45,5.132557898053061,168.45,2,-70.41945137416589,-4.384363332176902
16,4,522.63,6.260785328039943,522.63,2,-76.47960470836314,-1.4379879703819523
19,1,52.199999999999996,3.9740583963475986,52.199999999999996,2,-73.41281034732312,-4.506209171728454
159,1,225.45,5.422524170002223,225.45,0,66.55383194357823,-1.8045359022377898
25,4,692.37,6.541563767244297,692.37,2,-67.48273553538115,-1.2536641995421132
212,2,221.59,5.405331514202519,221.59,0,119.52573415427933,0.18437593771176086
6,4,510.67,6.237679885989948,510.67,2,-86.47764438833298,-1.6264065854890886
59,9,2509.1100000000006,7.828081855866751,2555.65,2,-33.58796064637821,4.446551128702325
11,1,345.12,5.8467855357385385,345.12,2,-81.4211827753581,-4.5496690865104
65,1,157.86,5.068023311204986,157.86,2,-27.42701931374421,-3.5834594871503342
25,3,733.16,6.598726988510758,733.16,2,-67.46459386307487,-2.2486363527265802
52,2,1325.55,7.19033686604496,1325.55,2,-40.4542263314524,-2.708101527380411
129,1,1478.98,7.299783853153339,1478.98,0,36.549481209764124,-2.2593763350115714
96,3,1536.08,7.3376397916310445,1536.08,0,3.5184662338368895,-0.8782562299655732
57,1,547.3000000000001,6.306822582410003,547.3000000000001,2,-35.43205965719894,-3.6628776212654772
9,24,2509.1100000000006,7.828081855866751,2557.92,2,-83.85539833532464,18.48423033270022
169,3,120.3,4.798266815950004,120.3,0,76.51839005229736,0.3435916579675107
57,1,182.67,5.213140669140444,182.67,2,-35.42631098953219,-3.724914417708321
326,1,172.76000000000002,5.15767503674557,172.76000000000002,1,233.524514894849,1.305144818859712
1,5,1106.93,7.010248688416178,1106.93,2,-91.49922790518677,-0.6779236396852797
18,8,2131.96,7.665265965365367,2131.96,2,-74.56112333321747,2.6719582934324553
248,1,264.88,5.583045079173381,264.88,1,155.53662224438807,-0.13016942409634247
58,4,437.81,6.0840665175671065,437.81,2,-34.48639909219901,-0.6621583392547485
74,1,145.67000000000002,4.988185165258664,145.67000000000002,2,-18.428254649140754,-3.4195909304047154
31,3,709.54,6.566025244333883,709.54,2,-61.46552529767242,-2.1382264854657613
39,1,428.37,6.062319018076207,428.37,2,-53.42746451525673,-4.013540983387872
123,4,2446.95,7.803006218587026,2446.95,0,30.492613059643304,0.6515469346394029
2,8,1713.04,7.446608436108287,1713.04,2,-90.55703181894816,2.360182594599584
23,13,2509.1100000000006,7.828081855866751,5070.75,2,-69.65510925355076,7.765820765624795
120,3,324.05,5.783979016650478,324.05,0,27.522219373469056,-0.5173251372613663
358,1,247.45000000000002,5.5152416180483295,247.45000000000002,1,265.51675104439755,1.9241726526012801
54,5,1477.82,7.29899975145033,1477.82,2,-38.510491675149716,0.33012759532731817
64,1,98.80000000000001,4.603168183317418,98.80000000000001,2,-28.424392030880774,-3.628538213178513
86,1,17.4,2.91235066461494,17.4,2,-6.419550186448632,-3.312808648599984
55,1,1021.98,6.930475215418385,1021.98,2,-37.4349699581533,-3.6649238444863443
21,13,2509.1100000000006,7.828081855866751,2927.18,2,-71.6547414791496,7.72839916408271
18,13,2509.1100000000006,7.828081855866751,2902.56,2,-74.65418981754786,7.672266761769583
3,5,686.34,6.532829075182805,686.34,2,-89.49708624182476,-0.6675826572927219
11,5,2176.33,7.685854634496396,2176.33,2,-81.50461793225017,-0.4524933117060135
7,4,670.45,6.5094395530271845,670.45,2,-85.47925671280775,-1.592280791619217
189,2,390.2,5.969218938160663,390.2,0,96.52699962553255,-0.21398715694762327
71,1,218.56,5.3916255436816884,218.56,2,-21.429823571806494,-3.4528390294031515
204,1,293.95,5.686805850449084,293.95,0,111.54416788845937,-0.9475590474362896
120,2,496.02,6.208630266735655,496.02,0,27.53842943611484,-1.4914523082234847
93,1,416.90000000000003,6.03524216945387,416.90000000000003,2,0.5627478986497323,-3.00469361879764
1,10,1807.46,7.500230933370387,1807.46,2,-91.594014058299,4.34094264906369
27,4,410.01,6.018617545100486,410.01,2,-65.48035457269322,-1.2459056178781784
298,1,195.70000000000002,5.281679725395014,195.70000000000002,1,205.5290119365813,0.7882763013100424
24,2,430.55,6.067383378665666,430.55,2,-68.4431749634015,-3.295701113626074
28,4,2144.67,7.671207136902019,2144.67,2,-64.48922488712418,-1.1334551631307193
50,1,311.16,5.743515876874802,311.16,2,-42.42781156483708,-3.8258056097114324
326,1,138.93,4.941142297567622,138.93,1,233.5256530454771,1.292862456592757
16,2,337.52,5.824583174801905,337.52,2,-76.44042764675686,-3.459159848513236
193,2,553.95,6.318878019597989,553.95,0,100.52442618050877,-0.11931028102280816
72,5,2365.83,7.769306786064441,2365.83,2,-20.516273697018264,0.6935991823567074
37,2,332.64,5.810062567373411,332.64,2,-55.44421295399823,-3.0670566831071286
80,4,1948.9,7.575533368191541,1948.9,2,-12.498284136122976,-0.16592041548337733
144,8,1872.71,7.5356757016239015,1872.71,0,51.416388038583236,5.022168456595132
12,2,604.83,6.406599418661155,604.83,2,-80.44275132195925,-3.5009894095058187
50,2,252.14000000000001,5.533942695364303,252.14000000000001,2,-42.44515213199578,-2.8394785895997563
50,2,565.1,6.338770741042614,565.1,2,-42.4493825109637,-2.793826418675603
59,2,331.86,5.80772198115858,331.86,2,-33.44824616970019,-2.655551830953412
352,1,81.6,4.414009680526933,81.6,1,259.52364272009737,1.749442792353741
54,1,317.63,5.764030555001558,317.63,2,-38.428654943955884,-3.7497987548418577
2,6,1544.05,7.34281155126774,1544.05,2,-90.51960196317522,0.35786570320795974
93,4,411.1,6.021266038344772,411.1,2,0.5074949509207585,-0.010842536804254621
23,1,150.10000000000002,5.017941869278694,150.10000000000002,2,-69.41903281064408,-4.372153883544806
75,1,348.99,5.857904582646717,348.99,2,-17.433010000707,-3.351547132713577
11,4,336.47,5.821476617472844,336.47,2,-81.47637615510273,-1.556460832931231
169,2,285.45,5.657564000854586,285.45,0,76.53231550640966,-0.6058811404060629
58,2,337.34,5.824051307047146,337.34,2,-34.44814811355032,-2.6733363852044136
96,2,956.13,6.8639392233977015,956.13,0,3.53939825996099,-1.9033405103128853
295,1,195.8,5.282187984618153,195.8,1,202.52956092664448,0.7321727289277957
109,2,576.99,6.359556567484651,576.99,0,16.53965888866172,-1.6887101410832166
264,1,818.65,6.708877419872465,818.65,1,171.52776239076582,0.233063849770625
180,1,369.74,5.915501008300943,369.74,0,87.54737910190859,-1.3836460161646809
169,1,128.25,4.861748513388538,128.25,0,76.55494064969945,-1.6492367091720554
35,1,71.66,4.2857910267930555,71.66,2,-57.41739108777263,-4.189153984374958
23,3,466.37,6.147121235192447,466.37,2,-69.46185233506151,-2.3116743367388404
17,4,648.5600000000001,6.476295210596887,648.5600000000001,2,-75.48092136979972,-1.407052826725291
22,5,1389.88,7.2376919193307545,1389.88,2,-70.50428503532028,-0.2720955866279313
79,3,57.33,4.066116540765546,57.33,2,-13.461211733353863,-1.3819100893300371
65,1,90.6,4.517431271680085,90.6,2,-27.42412526327415,-3.6146906576256184
361,1,70.19999999999999,4.26549281841793,70.19999999999999,1,268.5227683773351,1.909415693988997
3,6,2119.84,7.659567515604196,2119.84,2,-89.52145079952449,0.3945438170004385
11,4,437.65999999999997,6.0837246255332795,437.65999999999997,2,-81.47775459670108,-1.541585368597227
176,3,504.09000000000003,6.224736631218232,504.09000000000003,0,83.50960495717457,0.5554807506301369
218,2,2300.811,7.741451483391684,2300.811,0,125.51235159598052,0.42915221321111297
7,2,265.68,5.5860494377498595,265.68,2,-85.43751886853603,-3.6410873778532262
2,2,307.82,5.732758582892719,307.82,2,-90.43737057276034,-3.7263196153309357
154,2,239.31,5.481929756524914,239.31,0,61.53599699225397,-0.8965056335046571
5,5,671.39,6.510838529323929,671.39,2,-87.49733842837682,-0.6314084230158015
79,3,508.59000000000003,6.233606480831506,508.59000000000003,2,-13.472604606533253,-1.2589638006766908
21,2,230.22,5.443369638247176,230.22,2,-71.43934332837273,-3.3872293773155233
22,2,82.1,4.420044701861403,82.1,2,-70.43414836190206,-3.4265645220823977
308,4,469.02,6.152775246990232,469.02,1,215.4672679572643,4.019439211055099
146,1,35.7,3.6027767550605247,35.7,0,53.565787528046556,-2.150997640682733
7,18,2509.1100000000006,7.828081855866751,6473.63,2,-85.7443777413333,12.45752103413812
19,8,2502.56,7.825468997929783,2502.56,2,-73.56214928791707,2.6997562728430484
71,2,174.35,5.166783976586187,174.35,2,-21.447083884484,-2.4673780762137274
287,1,186.75,5.2351112906442445,186.75,1,194.5312794712127,0.5798159967297121
49,1,413.59000000000003,6.027290080077415,413.59000000000003,2,-43.4291192663396,-3.8284199181969054
31,6,2224.15,7.70757960805834,2224.15,2,-61.526852004794335,0.9211696231224087
207,1,227.96,5.43354731580814,227.96,0,114.54494741751897,-0.905792200565112
15,2,132.53,4.894326171695873,132.53,2,-77.43535409438888,-3.5306375128860497
73,1,869.87,6.769492711981713,869.87,2,-19.437433763169466,-3.3372608230859466
60,1,116.78,4.768818477516425,116.78,2,-32.42452718175694,-3.69398525321268
39,4,1424.6,7.262348056716545,1424.6,2,-53.48909858000149,-0.9508280223759726
40,9,1277.8,7.153677417185686,1277.8,2,-52.58092194993518,4.052791746753053
27,4,277.43,5.629166681275411,277.43,2,-65.47830752083883,-1.2679963955261133
4,15,2509.1100000000006,7.828081855866751,6863.2300000000005,2,-88.68849966993646,9.406744783314988
17,1,186.06,5.231429421006405,186.06,2,-75.41905163179626,-4.4723090577301425
20,6,2509.1100000000006,7.828081855866751,3170.07,2,-72.52546263576049,0.7221860501216524
66,2,462.21,6.138180514972207,462.21,2,-26.45127035341018,-2.5058316632238076
213,1,292.58,5.682150174529087,292.58,0,120.54253737505967,-0.7794259238796943
12,6,721.84,6.583187897529963,721.84,2,-80.51744806188546,0.5018856636458295
30,1,76.8,4.354141431184346,76.8,2,-62.41683091871468,-4.278830955911577
43,8,2127.26,7.66306002344924,2127.26,2,-49.56570891824552,3.1396031853127475
4,6,2002.19,7.60249618888054,2002.19,2,-88.52133470545387,0.4100173673097869
15,5,1308.99,7.177774782578275,1308.99,2,-77.50268288535057,-0.40646986504985705
10,12,2509.1100000000006,7.828081855866751,3506.81,2,-82.63427658334486,6.524365739431239
211,1,262.2,5.572914199451162,262.2,0,118.54347932126562,-0.8230437053786064
46,3,828.0,6.720220155135295,828.0,2,-46.46909409297853,-1.8488180932771536
134,2,368.59999999999997,5.912421339767529,368.59999999999997,0,41.537411964050605,-1.246302923155291
43,7,2509.1100000000006,7.828081855866751,2921.96,2,-49.548134177972194,2.1507490840256374
10,5,1242.9,7.126006884215919,1242.9,2,-82.50149134423201,-0.5029602935949322
116,3,503.6,6.223766036206958,503.6,0,23.52064329090132,-0.5672223505843395
198,2,646.8100000000001,6.473597443481311,646.8100000000001,0,105.52269350023558,-0.016980144647939177
278,1,328.8,5.7984864101254985,328.8,1,185.52997321445918,0.4433750534755694
110,3,435.58,6.078971634546217,435.58,0,17.52250768995789,-0.6877003118084195
77,1,304.42,5.721687878525035,304.42,2,-15.432661785794323,-3.321852135994323
53,1,607.62,6.411194099229851,607.62,2,-39.43187271138328,-3.7318005705127466
162,4,2509.1100000000006,7.828081855866751,2642.62,0,69.48530965495384,1.3826905272697152
47,3,991.01,6.8997331878792245,991.01,2,-45.47022154590382,-1.819924794893181
17,2,573.86,6.354126532890837,573.86,2,-75.44339494725509,-3.410411819262101
155,3,495.7,6.207986222113305,495.7,0,62.513554632756964,0.16160380286216824
225,1,396.8,5.985949366419872,396.8,1,132.5387338835642,-0.5376639471552851
7,2,540.77,6.2948415571323615,540.77,2,-85.44124445848107,-3.6008826420000273
122,2,298.45,5.701947458710471,298.45,0,29.54072491420095,-1.48277121874544
61,1,104.82,4.661739537475985,104.82,2,-31.424148235072337,-3.6813482791420764
63,2,315.66,5.757828643073288,315.66,2,-29.448719466547942,-2.5835387220868533
18,8,1594.7,7.375067790416382,1594.7,2,-74.55959797850049,2.655497414918358
7,16,2509.1100000000006,7.828081855866751,6164.41,2,-85.70749346813658,10.461091801798117
2,11,2173.0099999999998,7.684328667486583,2173.0099999999998,2,-90.61360774616809,5.3683106211191465
22,3,343.84,5.843080541341724,343.84,2,-70.46007033337726,-2.347631203670354
29,5,876.07,6.776586806746795,876.07,2,-63.503148561086675,-0.16727519479049668
285,1,451.25,6.114235124275405,451.25,1,192.52702634926715,0.5922608377549974
176,2,139.25,4.943426544402806,139.25,0,83.5347819823889,-0.5154134738167366
78,3,1560.38,7.353325324586606,1560.38,2,-14.478306243665529,-1.2141609151185984
33,1,82.6,4.426043520090656,82.6,2,-59.41776051580996,-4.218620059477648
41,12,1910.76,7.555779562720121,1910.76,2,-51.638545797109124,7.088954790914819
266,1,141.41,4.958710221231336,141.41,1,173.53659393607927,0.1712109136928488
27,4,532.12,6.278746539538423,532.12,2,-65.48172187622211,-1.2311503501161063
284,1,47.71,3.8858843478184513,47.71,1,191.53892300953584,0.4471515459372801
9,4,580.2,6.365094931696128,580.2,2,-83.47886577551455,-1.5630468338357852
305,1,399.85,5.993587292488961,399.85,1,212.52398276065418,0.9596333597514874
17,4,2509.1100000000006,7.828081855866751,4584.74,2,-75.48802670096202,-1.3303755845314802
32,2,746.36,6.616546996753798,746.36,2,-60.44753260333327,-3.114864561171321
1,23,2509.1100000000006,7.828081855866751,10378.01,2,-91.83548510112163,17.336329310361876
20,1,173.66,5.162841226985587,173.66,2,-72.41924277657085,-4.4200671758500825
160,1,41.75,3.7553691953827695,41.75,0,67.56241104292958,-1.8803909460183421
65,1,92.46,4.53753353727228,92.46,2,-27.42423092584646,-3.6135503990701348
106,1,149.14,5.011568192144856,149.14,0,13.56573805336049,-2.819518952921124
1,23,2509.1100000000006,7.828081855866751,5869.21,2,-91.83548510112163,17.336329310361876
24,15,2509.1100000000006,7.828081855866751,4100.97,2,-68.69217741394807,9.780960798735842
267,1,132.6,4.894850261102546,132.6,1,174.5367457129173,0.18629939311132038
5,16,2509.1100000000006,7.828081855866751,2591.62,2,-87.7071256937354,10.423670200256032
10,9,2289.89,7.7366956673330884,2289.89,2,-82.57846982471997,3.5245382024036065
29,5,783.75,6.665365195722063,783.75,2,-63.50256395227914,-0.17358400575232302
267,1,114.3,4.747537427275013,114.3,1,174.53752002628437,0.17794338376829621
64,2,275.04,5.6205457827524015,275.04,2,-28.44818176044908,-2.5726150015970943
320,1,248.85000000000002,5.520860737790214,248.85000000000002,1,227.52370922251066,1.2134809560002466
4,8,992.03,6.900760875069177,992.03,2,-88.55453048105346,2.36664214618715
32,1,151.04,5.024143644121048,151.04,2,-60.42072039354028,-4.203404894026949
5,3,728.54,6.592414198536382,728.54,2,-87.46088293744879,-2.6232104478247846
129,1,101.72,4.632006839941651,101.72,0,36.56350371783698,-2.4107003511770646
41,5,354.05,5.8722586246281026,354.05,2,-51.50060183074159,0.005958308463601902
102,6,936.7199999999999,6.843451396981317,936.7199999999999,0,9.464634079541185,2.20062063031453
125,1,147.25,4.998900037877835,147.25,0,32.56231078355978,-2.4647323125642897
33,1,45.599999999999994,3.8416005411316,45.599999999999994,2,-59.41468853627419,-4.251771352991995
302,2,682.15,6.526714454784496,682.15,1,209.50329003498211,1.9319560858123221
365,1,127.05,4.852420812645534,127.05,1,272.51894778713074,2.017551147829746
4,8,820.1,6.710644904714743,820.1,2,-88.55353118361748,2.355858219333909
2,18,2509.1100000000006,7.828081855866751,3838.85,2,-90.74345830533039,12.363967030282906
3,1,185.17,5.226660234783806,185.17,2,-89.41645214294385,-4.734530790539688
10,12,2509.1100000000006,7.828081855866751,15700.62,2,-82.63427658334486,6.524365739431239
57,1,111.05,4.718945200246936,111.05,2,-35.42371337364533,-3.7529466118360166
8,14,2509.1100000000006,7.828081855866751,3874.81,2,-84.67079308214042,8.483373370229158
12,1,411.9,6.023205432892045,411.9,2,-80.42229396998347,-4.520951239709438
4,17,2509.1100000000006,7.828081855866751,36019.84,2,-88.7253839431332,11.403174015654992
37,1,147.35,4.99957434673683,147.35,2,-55.4215106871264,-4.111244531670305
16,11,2509.1100000000006,7.828081855866751,2668.76,2,-76.61693776994998,5.638415927887493
138,1,144.25,4.978456395732021,144.25,0,45.56002770688572,-2.2226515249601624
295,1,2.95,1.3737155789130306,2.95,1,202.5501048422679,0.5104728872340267
5,5,563.48,6.335904953378372,563.48,2,-87.49641893343073,-0.6413311606146248
166,1,69.71,4.25858700561615,69.71,0,73.55866268014016,-1.7395821740089783
239,1,1089.14,6.994061407342405,1089.14,1,146.53086057189591,-0.21852971018507095
52,7,2413.2200000000003,7.789131532550498,2413.2200000000003,2,-40.549584430065345,2.316936916146224
31,2,544.36,6.30144612705453,544.36,2,-61.44569246657839,-3.1514487932164146
73,1,144.2,4.978112102390695,144.2,2,-19.428017815384038,-3.4388731043905056
37,10,2509.1100000000006,7.828081855866751,2927.37,2,-55.6023572645638,5.033128127909388
96,2,63.3,4.163559631243574,63.3,0,3.5535921354023117,-2.0565138389053503
23,6,2505.16,7.826506980185653,2505.16,2,-69.5260060194189,0.7782291209382413
4,4,619.02,6.429751735583373,619.02,2,-88.47828619196183,-1.6529333170593308
331,1,195.13,5.27877770467342,195.13,1,238.52295891271416,1.4055681157587
20,5,1091.04,6.995802785670617,1091.04,2,-72.50264583069362,-0.3232378383559098
144,1,90.0,4.51085950651685,90.0,0,51.56138219073331,-2.1369101662111705
4,4,2370.56,7.771303245440343,2370.56,2,-88.48533772467388,-1.5768366413030463
11,3,2376.73,7.773901530013903,2376.73,2,-81.46819645571789,-2.4439282698714404
11,1,183.4,5.2171073111224935,183.4,2,-81.41787302797508,-4.58538625378824
123,3,503.01,6.222596109144375,503.01,0,30.519362229928646,-0.43631310682853197
61,2,625.0,6.439350371100098,625.0,2,-31.451933942044633,-2.5823024431245605
2,5,1077.06,6.982918408547146,1077.06,2,-90.49926813755107,-0.6607630913124805
319,1,360.46,5.890151385407492,360.46,1,226.5219520250322,1.2157173871953892
2,11,2509.1100000000006,7.828081855866751,2714.17,2,-90.61436334914185,5.376464717092894
130,3,499.28999999999996,6.2151879302872,499.28999999999996,0,37.518113958778954,-0.30575771472926583
2,15,2509.1100000000006,7.828081855866751,2849.29,2,-90.6881318955353,9.369323181772902
2,2,965.8800000000001,6.874074392613249,965.8800000000001,2,-90.44336961618723,-3.6615808867247686
46,1,278.28,5.63221486279678,278.28,2,-46.426490989864774,-3.9069621277279114
4,2,913.18,6.818027488607364,913.18,2,-88.44344279394107,-3.6273384274295095
3,4,902.38,6.8061432843878835,902.38,2,-89.48008071356585,-1.6502941022429463
373,1,280.95,5.641729750253191,280.95,1,280.5133278828999,2.2120094362965705
134,1,64.8,4.186619838331271,64.8,0,41.56492534812061,-2.3424099842367108
9,5,2509.1100000000006,7.828081855866751,3054.55,2,-83.50499773995574,-0.48184737452981974
78,2,61.8,4.139955073474153,61.8,2,-14.442973823484934,-2.3946471714657744
234,1,29.700000000000003,3.4242626545931514,29.700000000000003,1,141.5505437694805,-0.5145730081204727
221,1,421.12,6.04528963380289,421.12,0,128.53915752497159,-0.6091411989113409
36,2,584.74,6.372876005112427,584.74,2,-56.44698735601565,-3.0538430804033676
75,2,602.57,6.402862023869255,602.57,2,-17.45431657090721,-2.32242095675553
239,2,682.92,6.5278409517179785,682.92,1,146.51486900746698,0.7532395353957826
266,1,118.75,4.785406236291025,118.75,1,173.5375048654845,0.16138061120175706
10,41,2509.1100000000006,7.828081855866751,18276.11,2,-83.16909854469738,35.472589608361304
20,2,404.73,6.005687913744225,404.73,2,-72.44211512769266,-3.374043861644051
40,1,397.38,5.987406323647128,397.38,2,-52.42725464246268,-3.999079446976874
20,11,2509.1100000000006,7.828081855866751,4428.38,2,-72.6176733187523,5.7132591309716645
216,3,878.02,6.778807650554883,878.02,0,123.49933713228698,1.3353412897286105
174,2,198.11,5.293857435825943,198.11,0,81.5333078037409,-0.5329576232269577
87,4,1051.6100000000001,6.95902807315956,1051.6100000000001,2,-5.496330839380562,-0.06991477075727381
81,1,374.4,5.927992124152408,374.4,2,-11.434481721685756,-3.2353067603351127
276,1,82.19,4.421127148295796,82.19,1,183.53758073613778,0.32782565708008704
39,4,512.84,6.241911932949537,512.84,2,-53.48373491065713,-1.0087101061198727
98,1,308.44,5.734764212264929,308.44,0,5.5634078504890425,-2.928183592391011
11,4,222.34,5.408695274017646,222.34,2,-81.47420647236977,-1.5798749827572802
33,1,124.51,4.832385436672355,124.51,2,-59.419896351292984,-4.195571172539568
60,3,2177.5,7.686391845557496,2177.5,2,-32.47674695559855,-1.5320628341021862
297,4,517.2,6.250361268128009,517.2,1,204.46877777975885,3.8191557635003672
86,4,450.77,6.113173200766838,450.77,2,-6.49170092587498,-0.13660490254051538
9,7,1446.49,7.27758630096042,1446.49,2,-83.53898846982987,1.483356160221093
41,2,548.67,6.309318098154484,548.67,2,-51.447572715647475,-2.9638942645726094
11,25,1779.8200000000002,7.484829211365672,1779.8200000000002,2,-81.87240402394923,19.50039626917512
67,1,245.59,5.507727038407604,245.59,2,-25.429698281709832,-3.5210966204298924
331,1,12.75,2.6210388241125804,12.75,1,238.5369286578329,1.2548134914651685
31,6,1763.8600000000001,7.475826646108076,1763.8600000000001,2,-61.52563385284094,0.9080239258670213
2,15,2509.1100000000006,7.828081855866751,3787.7400000000002,2,-90.6881318955353,9.369323181772902
2,13,2509.1100000000006,7.828081855866751,4273.1,2,-90.65124762233859,7.372893949432898
68,2,737.15,6.604147055980097,737.15,2,-24.454087365341536,-2.441979093862875
5,21,2509.1100000000006,7.828081855866751,9440.61,2,-87.79933637672723,15.414743281106043
107,1,73.72,4.313747793920587,73.72,0,14.569222085974431,-2.840390540295174
18,4,504.6,6.225745842832648,504.6,2,-74.47978830640257,-1.4025539096274517
